,Media_Source,Date,Tweets_ago,Tweet_Text,Compound,Positive,Negative,Neutral
417,@NYTimes,2018-07-09 18:01:07+00:00,-17,Did you download your Facebook or Google data and uncover something unexpected about yourself? We want to hear from… https://t.co/DXdchecwqb,0.0772,0.064,0.0,0.936
418,@NYTimes,2018-07-09 17:46:05+00:00,-18,A judge denied a request to place Harvey Weinstein under house arrest in light of new charges that carry a penalty… https://t.co/rUjrUz4KjV,-0.7506,0.0,0.316,0.684
419,@NYTimes,2018-07-09 17:32:42+00:00,-19,"RT @NYTObits: Tab Hunter, who as a teenage idol in the 1950s was one of the last products of the Hollywood studio system, has died https://…",-0.5574,0.0,0.13,0.87
420,@NYTimes,2018-07-09 17:16:03+00:00,-20,"Most migrant children under the age of 5 won't be reunited with their parents by the court-imposed deadline, the AC… https://t.co/dCCaGz3fFj",0.0,0.0,0.0,1.0
421,@NYTimes,2018-07-09 17:01:07+00:00,-21,"The family of James Byrd Jr., a Texas man dragged to his death 20 years ago, is working to preserve the memory of a… https://t.co/DqsJ8tJsHc",-0.6249,0.0,0.188,0.812
422,@NYTimes,2018-07-09 16:46:05+00:00,-22,"In Opinion, @CharlesMBlow writes: 

""I can smell Donald Trump’s fear from here. His panic. His anxiety. And yet, I… https://t.co/5SnUcrVl8Q",-0.802,0.0,0.325,0.675
423,@NYTimes,2018-07-09 16:31:07+00:00,-23,"RT @sarahlyall: The absurd inevitability of the World Cup press conference. (Bonus: read about the time Bob Bradley, then the U.S. coach, w…",0.0,0.0,0.0,1.0
424,@NYTimes,2018-07-09 16:16:03+00:00,-24,The population of orca whales off the coast of Washington State is at a 30-year-low. The orcas are essentially star… https://t.co/OGuH659uKg,0.0,0.0,0.0,1.0
425,@NYTimes,2018-07-09 16:01:03+00:00,-25,"Both parties face uncertainty in the House, where neither is sure of its leadership and no one knows who will be in… https://t.co/FVB8VFwciW",-0.4333,0.096,0.232,0.672
426,@NYTimes,2018-07-09 15:46:01+00:00,-26,"Trump appears to be going back and forth between two candidates, Judge Kavanaugh and Judge Hardiman, for the seat o… https://t.co/HwTETlVFWV",0.0,0.0,0.0,1.0
427,@NYTimes,2018-07-09 15:31:03+00:00,-27,A review found that Nissan workers falsified emissions tests. It's the latest blow for one of Japan’s biggest autom… https://t.co/dbOmmq3rL7,-0.3818,0.0,0.126,0.874
428,@NYTimes,2018-07-09 15:16:03+00:00,-28,"Everything is a co-working space these days. And that includes restaurants, at least before dinner. https://t.co/2DbPbjjxBZ",0.0,0.0,0.0,1.0
429,@NYTimes,2018-07-09 15:01:07+00:00,-29,Beijing is embracing technologies like facial recognition and artificial intelligence to identify and track 1.4 bil… https://t.co/1AeT5Cby22,0.6808,0.272,0.0,0.728
430,@NYTimes,2018-07-09 14:47:22+00:00,-30,"RT @TimHerrera: Yet again, your brain is working against you: This is why we’re programmed to tackle small, unimportant tasks instead of fa…",-0.3182,0.0,0.095,0.905
431,@NYTimes,2018-07-09 14:31:05+00:00,-31,"Flood survivors in Japan are digging out of the wreckage. More than 100 people have died.
https://t.co/MF15lLNmno",-0.5574,0.0,0.184,0.816
432,@NYTimes,2018-07-09 14:29:52+00:00,-32,A white manager of a Memphis apartment complex was fired after she called the police on a black man wearing socks i… https://t.co/VaO1e2lSYr,-0.5574,0.0,0.159,0.841
433,@NYTimes,2018-07-09 14:17:47+00:00,-33,"Breaking News: A split over Brexit shook Britain’s cabinet as Boris Johnson, the foreign secretary and Brexit hard-… https://t.co/uq6GItApdP",-0.1027,0.0,0.076,0.924
434,@NYTimes,2018-07-09 14:03:19+00:00,-34,Breaking News: Four more people were rescued from the flooded Thai cave complex. A total of 8 were out as the secon… https://t.co/RPalKthRyM,0.4703,0.133,0.0,0.867
435,@NYTimes,2018-07-09 13:46:05+00:00,-35,Morning Briefing: Here's what you need to know to start your day https://t.co/2rMS1PYBmU,0.0,0.0,0.0,1.0
436,@NYTimes,2018-07-09 13:34:06+00:00,-36,"RT @NYTSports: Nine players competing on so-called Manic Monday at Wimbledon, which features all 16 fourth-round singles matches, are unsee…",0.0,0.0,0.0,1.0
437,@NYTimes,2018-07-09 13:16:03+00:00,-37,NATO summit meetings were once ritualistic events. They've have become anxiety-producing confrontations where the m… https://t.co/HTqqcrwpmH,-0.3612,0.0,0.143,0.857
438,@NYTimes,2018-07-09 13:02:03+00:00,-38,Two jailed Reuters reporters will be put on trial in Myanmar. The decision is seen as a setback for free speech. https://t.co/pdd7nclfuN,0.0258,0.129,0.125,0.745
439,@NYTimes,2018-07-09 12:52:53+00:00,-39,"Maps: Rescuers must navigate narrow, flooded passages with few air pockets to save 12 boys and their soccer coach 
https://t.co/Uvzwy2DlVf",0.4939,0.144,0.0,0.856
440,@NYTimes,2018-07-09 12:46:03+00:00,-40,More boys are being rescued from the Thai cave network. Live updates: https://t.co/nyNd26swSo,0.4215,0.189,0.0,0.811
441,@NYTimes,2018-07-09 12:32:35+00:00,-41,Trump is scheduled to announce his pick for a new Supreme Court justice at 9 p.m. ET. Here’s a look at the top cand… https://t.co/0m7rSgy7VQ,0.8316,0.317,0.0,0.683
442,@NYTimes,2018-07-09 12:16:31+00:00,-42,Morning Briefing: Here's what you need to know to start your day https://t.co/ZwOYs9XTng,0.0,0.0,0.0,1.0
443,@NYTimes,2018-07-09 12:04:41+00:00,-43,"On StockX, sneakers, streetwear, handbags and watches are assigned ticker symbols. Sellers put out asking prices, a… https://t.co/9zTAPAcLDj",0.0,0.0,0.0,1.0
444,@NYTimes,2018-07-09 11:46:18+00:00,-44,"RT @nytimestravel: 36 Hours in Tbilisi: With chaotic yet charming cobblestone streets, bathhouses steaming with sulfuric waters, and crumbl…",0.1531,0.158,0.133,0.708
445,@NYTimes,2018-07-09 11:28:36+00:00,-45,A judge in Brazil ruled that former President Luiz Inácio Lula da Silva be released from prison while he continues… https://t.co/dftHtMnR67,-0.5106,0.0,0.148,0.852
446,@NYTimes,2018-07-09 11:10:27+00:00,-46,"Amid Japan’s Flood Devastation, Survivors Dig Out https://t.co/O2nCbkfxK6",-0.4215,0.0,0.286,0.714
447,@NYTimes,2018-07-09 11:08:01+00:00,-47,"RT @nytimesbusiness: Sports teams, leagues and casinos are all looking for ways to cash in on legalized sports betting. Yet the biggest win…",0.0,0.0,0.0,1.0
448,@NYTimes,2018-07-09 10:51:22+00:00,-48,"In her new staging of T. S. Eliot’s poems “Four Quartets,” the choreographer Pam Tanowitz has created dance theater… https://t.co/h1TVsIWNye",0.25,0.095,0.0,0.905
449,@NYTimes,2018-07-09 10:33:49+00:00,-49,Deporting the American Dream https://t.co/pDKilynzio,0.25,0.333,0.0,0.667
450,@NYTimes,2018-07-09 10:33:40+00:00,-50,"For many Egyptians, the price of a career in belly dance can be too high because of the stigma. But foreigners here… https://t.co/WW7EQ23j0m",0.0,0.0,0.0,1.0
451,@NYTimes,2018-07-09 10:16:50+00:00,-51,Bites: A Pittsburgh Area Restaurant That Trades Fussy for Fun https://t.co/9TYM4BaT1G,0.5106,0.268,0.0,0.732
452,@NYTimes,2018-07-09 10:14:49+00:00,-52,"A resolution to encourage breast-feeding was expected to be approved quickly and easily. Then the U.S.  delegation,… https://t.co/7tMXqL7c40",0.8176,0.378,0.0,0.622
453,@NYTimes,2018-07-09 09:58:03+00:00,-53,Tom Wolfe had a lesser-known passion: drawing caricatures and cartoons with the same sarcastic wit that came throug… https://t.co/PkEEPuEm9v,0.25,0.143,0.095,0.762
454,@NYTimes,2018-07-09 09:40:11+00:00,-54,Japanese officials pleaded with millions of people to evacuate as landslides and floods battered the country https://t.co/flcqVLyrQP,0.0,0.0,0.0,1.0
455,@NYTimes,2018-07-09 09:23:31+00:00,-55,Tech tools are far more efficient at keeping your plans organized and easily accessible https://t.co/QEPgzNFmq6,0.6697,0.297,0.0,0.703
456,@NYTimes,2018-07-09 09:06:18+00:00,-56,Do You Like ‘Dogs Playing Poker’? Science Would Like to Know Why https://t.co/fDj3QMKgwR,0.7003,0.405,0.0,0.595
457,@NYTimes,2018-07-09 09:03:22+00:00,-57,"RT @nytimesworld: A new rescue run is underway at the cave in Thailand, and more boys are on their way out, the search chief said Monday af…",0.5106,0.117,0.0,0.883
458,@NYTimes,2018-07-09 08:51:34+00:00,-58,"Once a rising teen pop star herself, Teddy Geiger turned away from the spotlight, retreating to the basements and s… https://t.co/yfYxA03Nbo",0.0,0.0,0.0,1.0
459,@NYTimes,2018-07-09 08:33:28+00:00,-59,"Thailand Cave Rescue Live Updates: Rescued Boys Stable, and Rains Ease https://t.co/5lDppdbeJW",0.8689,0.574,0.0,0.426
460,@NYTimes,2018-07-09 08:25:24+00:00,-60,Don't be a bridezilla. Here are a few ways to help your bridesmaids save money. https://t.co/m1G4GI1lJV,0.7096,0.33,0.0,0.67
461,@NYTimes,2018-07-09 08:08:43+00:00,-61,"“There were no support groups for people like me or any progressive, sympathetic op-ed pieces about the practice of… https://t.co/QfRTiz3pFq",0.743,0.318,0.082,0.599
462,@NYTimes,2018-07-09 07:51:06+00:00,-62,"David Davis, U.K. Brexit Negotiator, Resigns https://t.co/nJnhi2NvqQ",-0.3182,0.0,0.277,0.723
463,@NYTimes,2018-07-09 07:45:26+00:00,-63,"RT @NYTFashion: In Paris, Saudi Arabia’s first couture model arrives on the runway https://t.co/BLyFB2j4a8",0.0,0.0,0.0,1.0
464,@NYTimes,2018-07-09 07:29:05+00:00,-64,The Bizarre Theater of the World Cup Press Conference https://t.co/kQ6ceg3lq0,-0.3182,0.0,0.204,0.796
465,@NYTimes,2018-07-09 07:20:36+00:00,-65,"Think Airbnb, but with hotel standards https://t.co/1FWjTBZOgV",0.0,0.0,0.0,1.0
466,@NYTimes,2018-07-09 07:04:13+00:00,-66,Why Your Brain Tricks You Into Doing Less Important Tasks https://t.co/mk5KO09UtR,0.0018,0.126,0.125,0.75
467,@NYTimes,2018-07-09 06:52:34+00:00,-67,Case Against Reuters Journalists in Myanmar Moves to Trial https://t.co/z7gLC40X4l,0.0,0.0,0.0,1.0
468,@NYTimes,2018-07-09 06:52:14+00:00,-68,RT @nytimesmusic: “She’s not allowed to say ‘cash me outside.’  No one on my team is allowed to use those words ever.” https://t.co/GLXYCWN…,-0.296,0.0,0.091,0.909
469,@NYTimes,2018-07-09 06:35:06+00:00,-69,3 social media stars who made a living traveling the world and chronicling their experiences online died last week… https://t.co/RTsEYrQvAO,-0.5574,0.0,0.175,0.825
470,@NYTimes,2018-07-09 06:18:19+00:00,-70,"As Canada prepares for legal pot, a financial boom not seen since the dot-com mania of the late 1990s has overtaken… https://t.co/WXTpHf5d6w",0.128,0.07,0.0,0.93
471,@NYTimes,2018-07-09 06:01:28+00:00,-71,"“If you are waiting for the World Cup to make decisions, you’re not doing your work well enough,” one recruiter said https://t.co/jXPWrW09By",0.2732,0.091,0.0,0.909
472,@NYTimes,2018-07-09 05:44:27+00:00,-72,"""My sibling, who is my only living relative, is currently incarcerated. ... Am I ethically obligated to provide for… https://t.co/cQag81ICoP",0.0,0.0,0.0,1.0
473,@NYTimes,2018-07-09 05:28:02+00:00,-73,"RT @juliehdavis: “If you can’t agree on health multilateralism, what kind of multilateralism can you agree on?” US officials stun UN health…",0.6124,0.2,0.0,0.8
474,@NYTimes,2018-07-09 05:11:56+00:00,-74,"Coffee may help you live longer, but it’s not because of the caffeine https://t.co/6OcWBXDHbw",0.2144,0.125,0.0,0.875
475,@NYTimes,2018-07-09 04:54:19+00:00,-75,"The mayor of Lancaster, Pennsylvania, said that the officer who fired the Taser at the unarmed man had complied wit… https://t.co/a9kUdT9YZf",-0.5574,0.0,0.153,0.847
476,@NYTimes,2018-07-09 04:37:59+00:00,-76,Working as a flight attendant may increase the risk for cancer https://t.co/ocHh68piEh,-0.6369,0.137,0.387,0.476
477,@NYTimes,2018-07-09 04:21:34+00:00,-77,"A downside to fame in the social media age: a flood of bogus celebrity accounts that spread lies, pledge love and d… https://t.co/OcLsh2AdSd",0.5106,0.246,0.166,0.588
478,@NYTimes,2018-07-09 04:04:15+00:00,-78,Several large hotel chains are now trying to compete with Airbnb https://t.co/DpYUZD2rzd,0.0,0.0,0.0,1.0
479,@NYTimes,2018-07-09 03:47:56+00:00,-79,"""I look forward to the day when women — single, married and otherwise — no longer need the words 'husband' and 'bab… https://t.co/wDwSAW0zfD",-0.296,0.0,0.099,0.901
480,@NYTimes,2018-07-09 03:31:41+00:00,-80,“Humans are not so different from birds as you may think” https://t.co/B3b6RQsSAS,0.0,0.0,0.0,1.0
481,@NYTimes,2018-07-09 03:13:17+00:00,-81,Men are not the only ones texting pictures of their private parts https://t.co/q6yzu5OmDE,0.0,0.0,0.0,1.0
482,@NYTimes,2018-07-09 02:55:05+00:00,-82,Sharp Objects: ‘Sharp Objects’: Jean-Marc Vallée on the Series Premiere and Underdog Storytelling https://t.co/iQ9fFp3z0H,0.0,0.0,0.0,1.0
483,@NYTimes,2018-07-09 02:51:12+00:00,-83,"First comes love, then comes … prenup? 💸 https://t.co/cp5B1IRsR2",0.6369,0.412,0.0,0.588
484,@NYTimes,2018-07-09 02:33:00+00:00,-84,"Sorry, Power-Lunchers. These Tables Are Reserved for Drop-In Workers. https://t.co/O4aSTOUsDX",-0.0772,0.0,0.126,0.874
485,@NYTimes,2018-07-09 02:17:27+00:00,-85,"Tired of running on blacktop and sidewalks, especially as the summer sun beats down? @byJenAMiller has an idea: try… https://t.co/McdtAVQXG9",-0.4404,0.0,0.132,0.868
486,@NYTimes,2018-07-09 02:01:17+00:00,-86,"""I took them to a party and got rave reviews and some guests took a few home with them"" — a reader https://t.co/aNl3BGV7uC",0.4019,0.13,0.0,0.87
487,@NYTimes,2018-07-09 01:43:49+00:00,-87,Town Grieves for a Father and His Four Daughters https://t.co/h2zwMeLvUV,-0.4767,0.0,0.279,0.721
488,@NYTimes,2018-07-09 01:30:48+00:00,-88,"Scott Pruitt, Fallen E.P.A. Chief, May Rise Again in Oklahoma https://t.co/GJHLOj8Y2J",-0.3612,0.0,0.2,0.8
489,@NYTimes,2018-07-09 01:29:19+00:00,-89,Beijing is embracing technologies like facial recognition and artificial intelligence to identify and track 1.4 bil… https://t.co/RX97CNxsIR,0.6808,0.272,0.0,0.728
490,@NYTimes,2018-07-09 01:11:04+00:00,-90,"In Daring Underwater Cave Rescue, 4 of 13 Thai Are Freed https://t.co/JgWorc75QM",0.8176,0.515,0.0,0.485
491,@NYTimes,2018-07-09 00:53:53+00:00,-91,"In Alabama, a man known as a prisoner's rights advocate is facing death row. But he didn't kill anyone. https://t.co/sojbX3HBX2",-0.0418,0.158,0.165,0.677
492,@NYTimes,2018-07-09 00:35:21+00:00,-92,"Not long before his death, XXXTentacion signed a $10 million deal for his next album, which could still be out this… https://t.co/TLQC9VTLNq",-0.5994,0.0,0.163,0.837
493,@NYTimes,2018-07-09 00:16:14+00:00,-93,"A curator has filed a complaint against MoMA PS1, saying a job offer was rescinded after she mentioned she had just… https://t.co/y2DDswKgGf",-0.296,0.0,0.109,0.891
494,@NYTimes,2018-07-08 23:58:57+00:00,-94,Let’s Celebrate the 14th Amendment https://t.co/bh9ZJ21tcz,0.5719,0.425,0.0,0.575
495,@NYTimes,2018-07-08 23:52:02+00:00,-95,"Government Work Done, Tax Policy Writers Decamp to Lobbying Jobs https://t.co/6m4F0xizv4",-0.0772,0.0,0.115,0.885
496,@NYTimes,2018-07-08 23:51:25+00:00,-96,Scott Pruitt’s fall from the EPA is a story of his diminishing relationship with many of his closest loyalists https://t.co/wzH30eJycE,0.2732,0.104,0.0,0.896
497,@NYTimes,2018-07-08 23:34:33+00:00,-97,"RT @nytopinion: Juice contains limited nutrients and tons of sugar. In fact, one 12-ounce glass of orange juice contains 10 teaspoons of su…",-0.1027,0.061,0.078,0.861
498,@NYTimes,2018-07-08 23:16:21+00:00,-98,The Science (and the Scientists) Behind ‘Ant-Man’ https://t.co/xnMi6QmJle,0.0,0.0,0.0,1.0
499,@NYTimes,2018-07-08 23:01:22+00:00,-99,"""Followed the recipe exactly. Perfectly done potatoes, succulent meat, crispy skin, and great overall depth of flav… https://t.co/fY5bhSc2EQ",0.8519,0.342,0.0,0.658
